image,x1,y1,x2,y2,label
JPEGImages/000015.jpg,77,136,360,358,bicycle
JPEGImages/000016.jpg,92,72,305,473,bicycle
JPEGImages/000017.jpg,185,62,279,199,person
JPEGImages/000017.jpg,90,78,403,336,horse
JPEGImages/000018.jpg,31,30,358,279,dog
JPEGImages/000019.jpg,231,88,483,256,cat
JPEGImages/000019.jpg,11,113,266,259,cat
JPEGImages/000021.jpg,1,235,182,388,dog
JPEGImages/000021.jpg,210,36,336,482,person
JPEGImages/000021.jpg,46,82,170,365,person
JPEGImages/000021.jpg,11,181,142,419,person
JPEGImages/000022.jpg,68,103,368,283,horse
JPEGImages/000022.jpg,186,44,255,230,person
JPEGImages/000023.jpg,9,230,245,500,bicycle
JPEGImages/000023.jpg,230,220,334,500,bicycle
JPEGImages/000023.jpg,2,178,90,500,bicycle
JPEGImages/000023.jpg,2,1,117,369,person
JPEGImages/000023.jpg,3,2,243,462,person
JPEGImages/000023.jpg,225,1,334,486,person
JPEGImages/000024.jpg,196,165,489,247,train
JPEGImages/000025.jpg,2,84,59,248,cow
JPEGImages/000025.jpg,68,115,233,279,cow
JPEGImages/000025.jpg,64,173,377,373,cow
JPEGImages/000025.jpg,320,2,496,375,person
JPEGImages/000025.jpg,221,4,341,374,person
JPEGImages/000025.jpg,135,14,220,148,person
JPEGImages/000025.jpg,69,43,156,177,cow
JPEGImages/000025.jpg,58,54,104,139,person
JPEGImages/000025.jpg,279,1,331,86,person
JPEGImages/000025.jpg,320,22,344,96,person
JPEGImages/000025.jpg,337,1,390,107,person
JPEGImages/000026.jpg,90,125,337,212,car
JPEGImages/000027.jpg,174,101,349,351,person
JPEGImages/000028.jpg,63,18,374,500,cat
JPEGImages/000029.jpg,56,63,284,290,dog
JPEGImages/000030.jpg,36,205,180,289,bicycle
JPEGImages/000030.jpg,51,160,150,292,person
JPEGImages/000030.jpg,295,138,450,290,person
JPEGImages/000031.jpg,41,77,430,255,train
JPEGImages/000032.jpg,104,78,375,183,aeroplane
JPEGImages/000032.jpg,133,88,197,123,aeroplane
JPEGImages/000032.jpg,195,180,213,229,person
JPEGImages/000032.jpg,26,189,44,238,person
JPEGImages/000033.jpg,9,107,499,263,aeroplane
JPEGImages/000033.jpg,421,200,482,226,aeroplane
JPEGImages/000033.jpg,325,188,411,223,aeroplane
JPEGImages/000034.jpg,116,167,360,400,train
JPEGImages/000034.jpg,141,153,333,229,train
JPEGImages/000035.jpg,1,96,191,361,person
JPEGImages/000035.jpg,218,98,465,318,person
JPEGImages/000035.jpg,468,195,500,317,person
JPEGImages/000035.jpg,3,304,500,375,diningtable
JPEGImages/000036.jpg,27,79,319,344,dog
JPEGImages/000037.jpg,61,96,464,339,dog
JPEGImages/000038.jpg,159,178,279,246,bicycle
JPEGImages/000038.jpg,1,235,43,315,motorbike
JPEGImages/000038.jpg,192,111,261,240,person
JPEGImages/000039.jpg,156,89,344,279,tvmonitor
JPEGImages/000041.jpg,363,47,432,107,tvmonitor
JPEGImages/000041.jpg,216,92,307,302,person
JPEGImages/000041.jpg,164,148,227,244,person
JPEGImages/000042.jpg,263,32,500,295,train
JPEGImages/000042.jpg,1,36,235,299,train
JPEGImages/000043.jpg,174,229,324,375,person
JPEGImages/000043.jpg,5,145,250,500,person
JPEGImages/000043.jpg,19,6,323,500,person
JPEGImages/000044.jpg,1,1,370,330,chair
JPEGImages/000044.jpg,99,101,312,213,cat
JPEGImages/000045.jpg,280,64,483,252,tvmonitor
JPEGImages/000046.jpg,211,234,317,366,bird
JPEGImages/000047.jpg,15,1,459,312,car
JPEGImages/000047.jpg,439,170,487,230,chair
JPEGImages/000048.jpg,58,107,291,465,bird
JPEGImages/000048.jpg,2,1,302,500,person
JPEGImages/000049.jpg,178,131,356,227,cat
JPEGImages/000050.jpg,405,153,493,255,chair
JPEGImages/000050.jpg,275,129,312,170,chair
JPEGImages/000050.jpg,360,192,381,265,bottle
JPEGImages/000050.jpg,399,181,422,235,bottle
JPEGImages/000050.jpg,270,180,291,247,bottle
JPEGImages/000050.jpg,294,176,312,241,bottle
JPEGImages/000050.jpg,68,96,293,375,person
JPEGImages/000050.jpg,1,71,87,332,person
JPEGImages/000050.jpg,185,68,259,197,person
JPEGImages/000050.jpg,286,64,406,238,person
JPEGImages/000051.jpg,352,138,500,375,motorbike
JPEGImages/000051.jpg,105,1,427,245,motorbike
JPEGImages/000051.jpg,415,61,465,195,person
JPEGImages/000052.jpg,414,232,458,263,pottedplant
JPEGImages/000052.jpg,291,237,333,270,pottedplant
JPEGImages/000052.jpg,183,238,227,273,pottedplant
JPEGImages/000052.jpg,52,244,99,274,pottedplant
JPEGImages/000052.jpg,62,96,107,132,pottedplant
JPEGImages/000052.jpg,184,94,225,128,pottedplant
JPEGImages/000053.jpg,36,12,425,262,cat
JPEGImages/000054.jpg,24,54,472,292,bus
JPEGImages/000055.jpg,209,132,275,222,motorbike
JPEGImages/000055.jpg,219,107,273,187,person
JPEGImages/000055.jpg,465,273,483,324,person
JPEGImages/000055.jpg,436,279,456,327,person
JPEGImages/000056.jpg,165,60,387,334,horse
JPEGImages/000057.jpg,133,53,385,358,bird
JPEGImages/000059.jpg,88,161,142,206,tvmonitor
JPEGImages/000059.jpg,177,135,273,200,tvmonitor
JPEGImages/000059.jpg,110,210,328,500,person
JPEGImages/000059.jpg,72,272,115,356,person
JPEGImages/000059.jpg,125,274,171,353,person
JPEGImages/000059.jpg,285,397,349,500,chair
JPEGImages/000061.jpg,274,11,437,279,boat
JPEGImages/000061.jpg,184,214,281,252,boat
JPEGImages/000062.jpg,58,188,271,310,sheep
JPEGImages/000063.jpg,123,115,379,275,dog
JPEGImages/000063.jpg,75,1,428,375,chair
JPEGImages/000064.jpg,1,23,451,500,bird
JPEGImages/000065.jpg,2,104,398,334,dog
JPEGImages/000066.jpg,209,187,228,230,person
JPEGImages/000066.jpg,242,182,274,259,person
JPEGImages/000066.jpg,269,188,295,259,person
JPEGImages/000067.jpg,44,72,450,210,aeroplane
JPEGImages/000068.jpg,27,45,266,375,bird
JPEGImages/000069.jpg,19,64,424,190,boat
JPEGImages/000069.jpg,305,155,390,375,person
JPEGImages/000070.jpg,358,163,378,197,pottedplant
JPEGImages/000070.jpg,313,156,358,198,pottedplant
JPEGImages/000071.jpg,61,75,443,274,car
JPEGImages/000072.jpg,40,71,333,473,motorbike
JPEGImages/000072.jpg,33,42,331,136,motorbike
JPEGImages/000073.jpg,121,143,375,460,pottedplant
JPEGImages/000073.jpg,2,154,64,459,pottedplant
JPEGImages/000073.jpg,270,155,375,331,boat
JPEGImages/000073.jpg,22,143,146,500,person
JPEGImages/000074.jpg,58,61,475,283,car
JPEGImages/000075.jpg,102,83,222,348,dog
JPEGImages/000076.jpg,63,78,265,375,person
JPEGImages/000076.jpg,257,75,448,375,person
JPEGImages/000076.jpg,362,130,446,261,person
JPEGImages/000076.jpg,472,157,500,343,person
JPEGImages/000076.jpg,457,209,478,255,person
JPEGImages/000076.jpg,439,170,458,216,person
JPEGImages/000076.jpg,247,142,288,197,person
JPEGImages/000076.jpg,44,162,84,286,person
JPEGImages/000076.jpg,77,157,120,245,person
JPEGImages/000076.jpg,1,159,26,283,person
JPEGImages/000076.jpg,24,174,45,201,person
JPEGImages/000077.jpg,240,1,500,333,cat
JPEGImages/000077.jpg,2,1,306,333,cat
JPEGImages/000078.jpg,15,75,475,412,dog
JPEGImages/000078.jpg,94,41,437,238,dog
JPEGImages/000079.jpg,1,53,390,357,dog
JPEGImages/000081.jpg,235,158,462,282,sofa
JPEGImages/000081.jpg,8,166,220,322,sofa
JPEGImages/000081.jpg,198,156,341,231,person
JPEGImages/000081.jpg,349,145,451,266,person
JPEGImages/000081.jpg,61,162,170,333,person
JPEGImages/000081.jpg,29,166,73,213,person
JPEGImages/000081.jpg,298,246,433,333,person
JPEGImages/000081.jpg,196,215,332,330,person
JPEGImages/000081.jpg,270,298,324,333,person
JPEGImages/000082.jpg,22,93,493,298,car
JPEGImages/000082.jpg,1,1,207,88,car
JPEGImages/000083.jpg,109,33,447,309,car
JPEGImages/000083.jpg,380,2,435,135,person
JPEGImages/000083.jpg,138,14,193,115,person
JPEGImages/000083.jpg,1,20,75,204,person
JPEGImages/000083.jpg,60,48,114,156,person
JPEGImages/000083.jpg,32,51,83,162,person
JPEGImages/000084.jpg,339,156,390,235,chair
JPEGImages/000084.jpg,291,171,346,273,chair
JPEGImages/000084.jpg,224,165,263,185,chair
JPEGImages/000084.jpg,142,174,193,276,chair
JPEGImages/000084.jpg,232,192,291,303,chair
JPEGImages/000084.jpg,1,276,139,375,sofa
JPEGImages/000084.jpg,156,182,332,281,diningtable
JPEGImages/000085.jpg,6,104,218,278,chair
JPEGImages/000085.jpg,181,175,499,329,diningtable
JPEGImages/000085.jpg,22,70,254,327,person
JPEGImages/000085.jpg,338,12,500,199,person
JPEGImages/000086.jpg,308,131,356,173,dog
JPEGImages/000086.jpg,224,143,274,182,dog
JPEGImages/000086.jpg,270,125,298,153,dog
JPEGImages/000087.jpg,120,166,318,204,train
JPEGImages/000088.jpg,123,7,500,365,train
JPEGImages/000089.jpg,20,7,183,355,person
JPEGImages/000089.jpg,98,215,429,374,person
JPEGImages/000089.jpg,332,140,455,366,person
JPEGImages/000089.jpg,22,51,317,291,chair
JPEGImages/000090.jpg,193,65,346,278,chair
JPEGImages/000090.jpg,33,33,307,255,person
JPEGImages/000090.jpg,140,209,416,333,person
JPEGImages/000091.jpg,125,241,195,284,car
JPEGImages/000091.jpg,81,248,105,268,car
JPEGImages/000091.jpg,91,250,126,274,car
JPEGImages/000092.jpg,2,66,413,333,cat
JPEGImages/000093.jpg,175,125,344,254,dog
JPEGImages/000093.jpg,53,3,500,338,chair
JPEGImages/000094.jpg,16,1,500,333,motorbike
JPEGImages/000094.jpg,1,54,144,161,motorbike
JPEGImages/000095.jpg,20,52,439,285,train
JPEGImages/000095.jpg,1,125,114,234,train
JPEGImages/000096.jpg,2,144,176,500,person
JPEGImages/000096.jpg,140,109,330,500,person
JPEGImages/000097.jpg,58,174,270,285,sofa
JPEGImages/000097.jpg,1,220,156,375,chair
JPEGImages/000097.jpg,208,139,267,235,person
JPEGImages/000098.jpg,69,70,317,162,cat
JPEGImages/000099.jpg,4,77,320,252,cat
JPEGImages/000020.jpg,33,148,371,416,car
JPEGImages/000040.jpg,1,52,384,290,bird
JPEGImages/000060.jpg,1,137,427,333,car
JPEGImages/000060.jpg,1,62,479,235,car
JPEGImages/000060.jpg,1,27,422,141,car
JPEGImages/000060.jpg,44,7,458,134,car
JPEGImages/000060.jpg,199,6,475,98,car
JPEGImages/000080.jpg,440,226,455,261,boat
JPEGImages/000080.jpg,398,216,421,306,boat
JPEGImages/000080.jpg,307,229,320,259,boat
JPEGImages/000080.jpg,246,202,269,282,boat
JPEGImages/000080.jpg,187,223,209,287,boat
JPEGImages/000080.jpg,186,202,210,263,boat
JPEGImages/000080.jpg,70,243,111,274,boat
JPEGImages/000080.jpg,1,276,38,300,boat
JPEGImages/000080.jpg,12,240,33,258,boat
JPEGImages/000100.jpg,3,47,432,222,train
JPEGImages/000120.jpg,66,121,440,276,dog
JPEGImages/000140.jpg,107,146,386,300,dog
JPEGImages/000140.jpg,2,113,500,401,sofa
JPEGImages/000160.jpg,2,242,336,373,sofa
JPEGImages/000180.jpg,14,110,496,356,car
JPEGImages/000200.jpg,28,19,103,167,person
JPEGImages/000200.jpg,16,54,178,249,person
JPEGImages/000200.jpg,147,23,245,249,person
JPEGImages/000200.jpg,227,19,400,249,person
JPEGImages/000200.jpg,391,13,500,249,person
JPEGImages/000200.jpg,364,212,389,249,bottle
JPEGImages/000200.jpg,231,145,260,210,bottle
JPEGImages/000220.jpg,40,127,464,292,car
JPEGImages/000220.jpg,427,114,500,167,car
JPEGImages/000220.jpg,265,147,312,187,person
JPEGImages/000240.jpg,410,133,489,172,boat
JPEGImages/000240.jpg,263,175,438,234,car
JPEGImages/000240.jpg,60,156,146,221,car
JPEGImages/000240.jpg,374,154,416,181,car
JPEGImages/000240.jpg,348,153,374,189,person
JPEGImages/000240.jpg,159,153,175,193,person
JPEGImages/000240.jpg,176,152,206,174,car
JPEGImages/000240.jpg,33,151,51,170,boat
JPEGImages/000240.jpg,1,154,13,170,boat
JPEGImages/000260.jpg,55,50,456,235,aeroplane
JPEGImages/000260.jpg,394,163,500,212,aeroplane
JPEGImages/000280.jpg,454,153,477,213,bottle
JPEGImages/000280.jpg,480,107,500,173,bottle
JPEGImages/000280.jpg,438,127,458,164,bottle
JPEGImages/000280.jpg,153,68,288,325,person
JPEGImages/000280.jpg,245,153,500,375,diningtable
JPEGImages/000300.jpg,37,192,337,447,car
JPEGImages/000320.jpg,305,8,337,27,car
JPEGImages/000320.jpg,272,10,304,26,car
JPEGImages/000320.jpg,228,1,273,29,car
JPEGImages/000320.jpg,1,78,372,500,person
JPEGImages/000340.jpg,334,131,447,363,bird
JPEGImages/000340.jpg,72,38,186,255,bird
JPEGImages/000101.jpg,185,58,348,186,chair
JPEGImages/000101.jpg,40,64,400,333,person
JPEGImages/000102.jpg,416,175,500,314,sofa
JPEGImages/000102.jpg,121,134,352,274,sofa
JPEGImages/000103.jpg,1,241,47,276,car
JPEGImages/000103.jpg,26,234,85,265,car
JPEGImages/000103.jpg,98,222,143,252,car
JPEGImages/000103.jpg,183,217,203,230,car
JPEGImages/000103.jpg,201,211,213,223,car
JPEGImages/000103.jpg,160,218,179,229,car
JPEGImages/000103.jpg,55,223,93,238,car
JPEGImages/000103.jpg,29,227,61,236,car
JPEGImages/000103.jpg,1,230,30,242,car
JPEGImages/000104.jpg,403,110,500,265,tvmonitor
JPEGImages/000104.jpg,291,75,442,333,person
JPEGImages/000104.jpg,2,7,283,333,person
JPEGImages/000105.jpg,22,1,320,314,boat
JPEGImages/000105.jpg,202,71,295,215,person
JPEGImages/000105.jpg,170,107,239,206,person
JPEGImages/000106.jpg,181,96,368,252,bird
JPEGImages/000107.jpg,471,174,500,227,sheep
JPEGImages/000107.jpg,296,149,334,178,cow
JPEGImages/000107.jpg,242,146,259,169,sheep
JPEGImages/000108.jpg,313,131,500,235,dog
JPEGImages/000108.jpg,1,103,305,262,dog
JPEGImages/000108.jpg,1,59,500,375,sofa
JPEGImages/000109.jpg,17,12,482,235,bird
JPEGImages/000110.jpg,79,233,110,314,person
JPEGImages/000110.jpg,54,231,86,344,person
JPEGImages/000110.jpg,31,233,50,303,person
JPEGImages/000111.jpg,415,270,500,375,person
JPEGImages/000111.jpg,337,182,356,206,person
JPEGImages/000111.jpg,291,177,309,202,person
JPEGImages/000111.jpg,278,185,300,212,person
JPEGImages/000111.jpg,233,176,253,202,person
JPEGImages/000111.jpg,221,184,249,216,person
JPEGImages/000111.jpg,185,187,209,214,person
JPEGImages/000111.jpg,178,177,201,200,person
JPEGImages/000111.jpg,149,186,171,213,person
JPEGImages/000111.jpg,112,186,135,222,person
JPEGImages/000111.jpg,92,198,141,227,motorbike
JPEGImages/000111.jpg,142,206,177,222,bicycle
JPEGImages/000111.jpg,179,205,213,222,bicycle
JPEGImages/000111.jpg,174,192,190,209,bicycle
JPEGImages/000111.jpg,218,205,251,216,bicycle
JPEGImages/000111.jpg,242,197,260,210,bicycle
JPEGImages/000111.jpg,275,202,306,216,bicycle
JPEGImages/000111.jpg,302,198,318,209,bicycle
JPEGImages/000111.jpg,333,192,362,210,bicycle
JPEGImages/000111.jpg,345,230,404,278,chair
JPEGImages/000112.jpg,70,174,277,328,dog
JPEGImages/000112.jpg,287,162,316,198,chair
JPEGImages/000113.jpg,277,101,354,260,person
JPEGImages/000114.jpg,158,64,432,365,cat
JPEGImages/000115.jpg,1,219,247,437,bird
JPEGImages/000116.jpg,44,189,323,359,sofa
JPEGImages/000116.jpg,1,185,45,302,chair
JPEGImages/000116.jpg,2,97,106,273,pottedplant
JPEGImages/000116.jpg,192,96,277,202,pottedplant
JPEGImages/000117.jpg,1,42,498,284,aeroplane
JPEGImages/000118.jpg,164,97,281,375,cat
JPEGImages/000119.jpg,107,96,309,348,cat
JPEGImages/000121.jpg,251,28,475,267,tvmonitor
JPEGImages/000121.jpg,22,28,251,273,tvmonitor
JPEGImages/000122.jpg,36,20,430,474,cat
JPEGImages/000123.jpg,1,26,358,340,train
JPEGImages/000124.jpg,2,6,104,146,person
JPEGImages/000124.jpg,230,25,320,138,person
JPEGImages/000124.jpg,78,15,478,375,person
JPEGImages/000124.jpg,70,2,227,127,pottedplant
JPEGImages/000124.jpg,419,278,500,375,chair
JPEGImages/000125.jpg,425,218,500,275,bicycle
JPEGImages/000125.jpg,436,188,467,223,person
JPEGImages/000125.jpg,382,209,415,272,person
JPEGImages/000125.jpg,353,213,383,276,person
JPEGImages/000126.jpg,429,176,499,211,diningtable
JPEGImages/000126.jpg,78,182,259,215,diningtable
JPEGImages/000126.jpg,291,162,383,193,diningtable
JPEGImages/000126.jpg,373,171,433,214,chair
JPEGImages/000126.jpg,351,165,373,211,chair
JPEGImages/000126.jpg,388,156,418,175,chair
JPEGImages/000126.jpg,316,165,356,213,chair
JPEGImages/000126.jpg,295,157,310,164,chair
JPEGImages/000126.jpg,281,158,309,206,chair
JPEGImages/000126.jpg,274,158,282,171,chair
JPEGImages/000126.jpg,259,172,291,214,chair
JPEGImages/000126.jpg,235,164,260,186,chair
JPEGImages/000126.jpg,252,159,266,169,chair
JPEGImages/000126.jpg,174,163,208,180,chair
JPEGImages/000126.jpg,117,179,179,213,chair
JPEGImages/000126.jpg,97,165,129,189,chair
JPEGImages/000126.jpg,123,164,134,174,chair
JPEGImages/000126.jpg,85,161,94,189,chair
JPEGImages/000126.jpg,53,162,79,211,chair
JPEGImages/000126.jpg,458,136,495,175,person
JPEGImages/000126.jpg,47,139,77,164,person
JPEGImages/000126.jpg,37,140,51,167,person
JPEGImages/000126.jpg,12,140,37,172,person
JPEGImages/000127.jpg,338,155,427,234,bird
JPEGImages/000127.jpg,312,192,408,284,bird
JPEGImages/000127.jpg,238,215,341,318,bird
JPEGImages/000127.jpg,173,226,231,375,bird
JPEGImages/000127.jpg,68,21,371,375,person
JPEGImages/000128.jpg,53,117,458,231,aeroplane
JPEGImages/000128.jpg,356,235,376,287,person
JPEGImages/000128.jpg,387,204,414,291,person
JPEGImages/000128.jpg,152,207,174,252,person
JPEGImages/000128.jpg,99,203,117,244,person
JPEGImages/000128.jpg,8,206,17,265,person
JPEGImages/000128.jpg,33,211,51,265,person
JPEGImages/000128.jpg,51,219,68,265,person
JPEGImages/000129.jpg,70,202,255,500,bicycle
JPEGImages/000129.jpg,251,242,334,500,bicycle
JPEGImages/000129.jpg,1,144,67,436,bicycle
JPEGImages/000129.jpg,1,1,66,363,person
JPEGImages/000129.jpg,74,1,272,462,person
JPEGImages/000129.jpg,252,19,334,487,person
JPEGImages/000130.jpg,4,1,500,249,boat
JPEGImages/000131.jpg,1,99,475,266,car
JPEGImages/000131.jpg,124,125,172,153,person
JPEGImages/000131.jpg,184,121,226,154,person
JPEGImages/000132.jpg,43,66,279,363,bus
JPEGImages/000133.jpg,73,18,406,500,person
JPEGImages/000133.jpg,135,227,338,500,horse
JPEGImages/000133.jpg,22,1,75,101,person
JPEGImages/000133.jpg,42,58,137,104,horse
JPEGImages/000134.jpg,1,115,487,330,car
JPEGImages/000135.jpg,208,194,332,259,car
JPEGImages/000136.jpg,331,205,407,267,cat
JPEGImages/000136.jpg,356,26,374,70,bottle
JPEGImages/000137.jpg,96,430,164,482,car
JPEGImages/000137.jpg,133,360,142,390,person
JPEGImages/000137.jpg,122,355,135,392,person
JPEGImages/000138.jpg,6,56,154,285,person
JPEGImages/000138.jpg,145,58,283,258,person
JPEGImages/000138.jpg,224,54,440,332,person
JPEGImages/000138.jpg,363,96,500,332,person
JPEGImages/000139.jpg,114,124,262,275,bicycle
JPEGImages/000139.jpg,151,52,265,209,person
JPEGImages/000139.jpg,1,173,98,334,person
JPEGImages/000141.jpg,25,53,418,399,bird
JPEGImages/000142.jpg,26,81,465,266,car
JPEGImages/000143.jpg,170,46,500,333,cat
JPEGImages/000144.jpg,396,232,477,330,chair
JPEGImages/000144.jpg,135,191,438,333,diningtable
JPEGImages/000144.jpg,221,192,248,276,bottle
JPEGImages/000144.jpg,245,156,265,215,bottle
JPEGImages/000144.jpg,2,100,134,333,person
JPEGImages/000144.jpg,166,66,279,193,person
JPEGImages/000144.jpg,351,3,438,304,person
JPEGImages/000144.jpg,344,8,500,333,person
JPEGImages/000145.jpg,52,88,380,291,train
JPEGImages/000145.jpg,412,132,489,288,train
JPEGImages/000146.jpg,155,208,252,408,person
JPEGImages/000147.jpg,33,105,65,146,chair
JPEGImages/000147.jpg,77,114,114,149,chair
JPEGImages/000147.jpg,146,125,175,150,chair
JPEGImages/000147.jpg,227,132,247,154,chair
JPEGImages/000147.jpg,302,127,327,153,chair
JPEGImages/000147.jpg,373,121,402,153,chair
JPEGImages/000147.jpg,435,112,465,149,chair
JPEGImages/000148.jpg,131,112,465,312,bird
JPEGImages/000149.jpg,114,2,351,361,pottedplant
JPEGImages/000150.jpg,186,78,319,264,horse
JPEGImages/000150.jpg,353,54,379,108,person
JPEGImages/000150.jpg,415,51,436,109,person
JPEGImages/000150.jpg,476,54,492,98,person
JPEGImages/000150.jpg,489,51,500,100,person
JPEGImages/000151.jpg,153,136,375,264,bottle
JPEGImages/000151.jpg,4,49,375,440,person
JPEGImages/000152.jpg,60,99,123,152,car
JPEGImages/000152.jpg,413,93,500,156,car
JPEGImages/000152.jpg,309,93,421,141,car
JPEGImages/000152.jpg,116,82,405,285,car
JPEGImages/000153.jpg,237,147,358,191,car
JPEGImages/000153.jpg,138,56,166,70,car
JPEGImages/000153.jpg,47,114,118,125,car
JPEGImages/000153.jpg,3,109,64,122,car
JPEGImages/000154.jpg,59,76,367,266,boat
JPEGImages/000154.jpg,441,193,458,213,boat
JPEGImages/000155.jpg,94,51,134,124,bicycle
JPEGImages/000155.jpg,122,160,168,255,bicycle
JPEGImages/000155.jpg,223,288,305,419,bicycle
JPEGImages/000155.jpg,89,7,137,89,person
JPEGImages/000155.jpg,114,120,171,208,person
JPEGImages/000155.jpg,221,250,299,359,person
JPEGImages/000156.jpg,41,73,381,352,sofa
JPEGImages/000156.jpg,432,103,496,144,car
JPEGImages/000156.jpg,404,114,435,143,car
JPEGImages/000157.jpg,132,162,378,224,cat
JPEGImages/000157.jpg,34,35,400,266,chair
JPEGImages/000158.jpg,196,83,267,207,bird
JPEGImages/000159.jpg,234,48,286,124,person
JPEGImages/000159.jpg,1,16,498,333,car
JPEGImages/000161.jpg,104,34,446,390,car
JPEGImages/000161.jpg,68,195,121,288,car
JPEGImages/000162.jpg,306,227,380,299,tvmonitor
JPEGImages/000162.jpg,196,143,309,369,person
JPEGImages/000163.jpg,52,22,308,328,person
JPEGImages/000163.jpg,26,108,456,396,motorbike
JPEGImages/000164.jpg,114,154,369,348,motorbike
JPEGImages/000164.jpg,292,49,446,370,person
JPEGImages/000165.jpg,89,54,500,386,person
JPEGImages/000166.jpg,324,170,354,285,person
JPEGImages/000166.jpg,243,180,292,227,person
JPEGImages/000166.jpg,2,170,22,266,person
JPEGImages/000166.jpg,26,178,47,230,person
JPEGImages/000166.jpg,67,114,160,238,person
JPEGImages/000166.jpg,48,163,229,334,horse
JPEGImages/000167.jpg,27,18,478,374,dog
JPEGImages/000168.jpg,72,102,223,304,person
JPEGImages/000168.jpg,104,123,201,471,horse
JPEGImages/000169.jpg,23,28,480,284,car
JPEGImages/000169.jpg,102,3,161,50,person
JPEGImages/000169.jpg,439,23,500,178,car
JPEGImages/000169.jpg,419,39,444,81,person
JPEGImages/000169.jpg,454,36,487,71,person
JPEGImages/000169.jpg,12,46,104,132,car
JPEGImages/000170.jpg,87,100,109,165,bottle
JPEGImages/000170.jpg,41,114,73,181,bottle
JPEGImages/000170.jpg,324,148,352,206,bottle
JPEGImages/000170.jpg,426,157,443,195,bottle
JPEGImages/000170.jpg,3,91,43,206,person
JPEGImages/000170.jpg,4,28,461,372,person
JPEGImages/000171.jpg,1,290,128,407,dog
JPEGImages/000171.jpg,94,21,375,491,person
JPEGImages/000172.jpg,29,54,456,321,car
JPEGImages/000173.jpg,106,64,270,297,person
JPEGImages/000173.jpg,109,64,288,464,horse
JPEGImages/000174.jpg,143,5,426,333,person
JPEGImages/000175.jpg,25,34,419,271,sheep
JPEGImages/000176.jpg,41,135,148,288,sheep
JPEGImages/000176.jpg,175,152,287,284,sheep
JPEGImages/000176.jpg,287,216,319,277,sheep
JPEGImages/000176.jpg,2,208,83,278,sheep
JPEGImages/000177.jpg,59,152,461,375,diningtable
JPEGImages/000177.jpg,344,150,500,375,person
JPEGImages/000177.jpg,321,85,456,362,person
JPEGImages/000177.jpg,304,92,391,209,person
JPEGImages/000177.jpg,280,88,337,172,person
JPEGImages/000177.jpg,163,67,261,163,person
JPEGImages/000177.jpg,125,94,164,166,person
JPEGImages/000177.jpg,75,87,158,231,person
JPEGImages/000177.jpg,1,112,97,375,person
JPEGImages/000178.jpg,240,85,288,254,bottle
JPEGImages/000178.jpg,356,72,397,216,bottle
JPEGImages/000178.jpg,331,60,362,166,bottle
JPEGImages/000178.jpg,302,70,335,158,bottle
JPEGImages/000178.jpg,279,56,310,162,bottle
JPEGImages/000178.jpg,167,65,204,180,bottle
JPEGImages/000178.jpg,202,82,251,244,bottle
JPEGImages/000178.jpg,107,75,139,134,bottle
JPEGImages/000178.jpg,133,74,156,113,bottle
JPEGImages/000178.jpg,1,1,102,216,person
JPEGImages/000178.jpg,80,2,203,120,person
JPEGImages/000178.jpg,380,4,500,210,person
